message_id,subject,content,n_words,clean_content,n_words_clean
<16344900.1075842629889.JavaMail.evans@thyme>,Re: Huber Documents,"Gerald is faxing that document to you.  I am sorry you did not already have 
it.  I exchanged messages with CIG on Wed. but have not talked to them 
directly.  i think they are getting antsy.  What do you think your timing is 
on turning the documents?

P.S.  I want to talk to you about a San Juan deal.  Transwestern is looking 
at an expansion to the California Border from the San Juan Basin.  That could 
be really attractive given the strength we have seen recently.  We could 
provide the downstream market for you at the Border.

Let's Discuss

Mark



	""Brian Stone"" <htebs@huber.com>
	11/30/2000 02:14 PM
		 
		 To: <Mark.Whitt@enron.com>
		 cc: 
		 Subject: Re: Huber Documents

Mark,
Has Enron executed a precedent agreement with CIG?  I have an
unexecuted FT agreement between CIG and Enron, but cannot seem to find
the executed precedent agreement.  If you have it please fax to my
attention at 713-871-4541, I'm sure Huber's attorney will want to see it
in his review of the assignment letter.  Thanks.",169,"Gerald is faxing that document to you.  I am sorry you did not already have 
it.  I exchanged messages with CIG on Wed. but have not talked to them 
directly.  i think they are getting antsy.  What do you think your timing is 
on turning the documents?

P.S.  I want to talk to you about a San Juan deal.  Transwestern is looking 
at an expansion to the California Border from the San Juan Basin.  That could 
be really attractive given the strength we have seen recently.  We could 
provide the downstream market for you at the Border.

Let's Discuss

Mark



	""Brian Stone""",102
<28500259.1075842941960.JavaMail.evans@thyme>,SB 1741; Technology specific area codes,"SB 1741; Telecommunications:  technology specific area codes, Author: Bowen 
Introduced 2/23/00
Sponsor: Author Sponsor
Summary:
Currently, in California,  area codes cannot be approved based on specific 
technology.
This bill would require the Public Utilities Commission to request authority 
from the Federal Communications Commission to require telephone corporations 
to establish technology specific area codes based on wireless and data 
communications.  This bill would also prohibit the Public Utilities 
Commission from approving new area code splits or overlays unless a 
technology specific area code had been established in the affected area and 
further area code relief is warranted.

Position: 
What is our position on this issue? Should we watch this bill?
Attached is the bill.",113,"SB 1741; Telecommunications:  technology specific area codes, Author: Bowen 
Introduced 2/23/00
Sponsor: Author Sponsor
Summary:
Currently, in California,  area codes cannot be approved based on specific 
technology.
This bill would require the Public Utilities Commission to request authority 
from the Federal Communications Commission to require telephone corporations 
to establish technology specific area codes based on wireless and data 
communications.  This bill would also prohibit the Public Utilities 
Commission from approving new area code splits or overlays unless a 
technology specific area code had been established in the affected area and 
further area code relief is warranted.

Position: 
What is our position on this issue? Should we watch this bill?
Attached is the bill.",113
<5540266.1075852649449.JavaMail.evans@thyme>,RE: Flood Relief,"Please allow me to take a moment to express our my gratitude to Enron for a=
ssisting us (my wife, 2 daughters and me) in our desperate time of need.  A=
lthough many in Houston were affected by Tropical Storm Allison to a degree=
 worse than we, still we were in dire need of help.  Enron, the outstanding=
 company that it is, came through for us.

My family and I have been displaced from our home, and the sum total of our=
 worldly possessions now fit inside 1 half of a 2-car garage.  Enron has he=
lped us begin to put our lives back together, and I can think of no more el=
oquent or appropriate way to express our gratitude than to simply say, ""Tha=
nk you.""

The immense pride I feel being a part of the most innovative company in the=
 world has increased 10 fold.

My most sincere thanks,

Keith Clark

 -----Original Message-----
From: =09Stewart, Robbin =20
Sent:=09Thursday, July 26, 2001 9:22 AM
To:=09Adams, Felecia; Adams, Gregory; Anderson, Glenn; Arriaga, Veronica I.=
; Ayala, Rick; Baldwin, Sherri; Basha, Clifford; Bharati, Rakesh; Bhatty, J=
ay; Black, Legale ; Britton, James; Brown, Andrew I.; Bryant, Cary; Buerger=
, Rubena; Carethers, Ann; Carrillo, Alma; Castillo, Connie; Choate, Chris; =
Clark, Keith; Cole, Stephanie; Cook, David; Corrigan, Jim; Crawford, Lynett=
e; Dafferner, Brian; Davis, Niki; De La Cruz, Obed; Dent, Rochelle; Dupless=
is, Stacey; Eggebrecht, Kurt; Escobedo, Jesse; Ferrell, Lee; Fisher, Joni; =
Flanagan, Annie; Flanigan, Michael; Fogo, Georgia; Friedman, Douglas S.; Fr=
umkin, Kim; Fuentes, Irma; Garcia, G.G.; Garcia, Irene; Garza Jr., Tommy; G=
arza, Maria; Gonzalez, Esmeralda; Grace Jr., James; Grappe, David; Graves, =
Sheila; Green, Anissa; Hardy, Kimberly; Hargrave, Michelle; Hayden, Frank; =
Heinrich, Brian; Hendry, Brent; Henley, Gaynel; Henry, Jackie; Huseman, San=
dy; Jackson, Shimira; Jensen, Harald; Karagodin, Eugene; Karbarz, Frank; Ka=
sravi, Key; Koskas, Ethel; Lacey, Lena; Lafave, Jill; Laha, Scott; Lawless,=
 Jason; Lebeau, Paul; Lebrocq, Wendi; Lee, Richard D.; Liscano, Christina; =
Lohman, TK; Lokay, Michelle; Lunz, Lisa; Mann, Ruth; Marksberry, Penny; Mar=
sh, Alan; Matthews, Ronald; Maxey, Johnny; McClain, Jennifer; McGaughy, Ala=
n; McGaughy, Belinda; McGuire, James; Meers, Kevin; Mendez, Yorleni; Meyers=
, Steven; Miller, Robert; Milton, Monique; Mireles, Laura; Mouton, Stacie; =
Myers, Monty; Nicholie, Suzanne; Nichols, Chad; nla@enron.com; Norden, John=
; Olivier, Phenicia; Ortiz, Jessica; Owens, Lena; Pai, Jennie; Paradise, Ki=
tee; Parks, Joe; Perez, Sonia; Poppa, John D.; Prince, Michelle; Quigley, D=
utch; Ramirez, Angie; Rangel, Ina; Ratliff, Rusty; Ratner, Michael; Reed, J=
ason; Reed, Jennifer; Rodriguez, Erica; Rodriguez, Ramona; Rodriguez, Sandr=
a Y.; Rosado, Jennifer; Roundtree, Jayce; Ryder, Patrick; Sanchez, Ann; Sen=
igal, Mckenzie; Seymore, Marilyn; Shaw, Carolyn; Shirley, Kim; Sikes, Eddie=
 H.; Skertich, Gerald; Sole III, Carlos; Soo, Jeffrey A.; Steward, Rod; Tay=
lor, Calvin; Taylor, Grace; Tenney, Steve; Thorne, Judy; Tran, Dung; Tran, =
Linh; Trevino, Jose; Trevino, Tonja; Tribolet, Michael; Underwood, Jody; Va=
rkey, Shiji; Vuittonet, Laura; Vuittonet, Robert; Walker, Linda; Watson, De=
nnis; Whitehead, Debora; Williams, Bridget; Williams, Scott
Cc:=09Siegel, Misha
Subject:=09Flood Relief
Importance:=09High



Enron hopes that you and your family have begun to recover from the effects=
 of Tropical Storm Allison, and that you were able to utilize the financial=
 assistance provided in June to aid you with your flood relief efforts. =20

In order to accurately track and document the funds distributed, we are ask=
ing for all documentation demonstrating how the funds were spent.  By Wedne=
sday, August 15, 2001, please send all copies of your documentation via int=
eroffice mail to Laura Herrera, Community Relations (EB 1635B) or via U.S. =
mail to:=20

Enron=20
Community Relations (EB 1635B)=20
1400 Smith Street=20
Houston, Texas 77002-7361

If you have any questions, please contact Misha Siegel via email. =20

Below is an example list of acceptable documentation. =20

Acceptable forms of documentation:
o=09Receipts for all repairs=09=09
o=09Pictures or a videotape of your damage
o=09Written inventory of your losses
o=09Proof of loss filed with insurance company, if applicable
o=09Temporary housing receipts (e.g. hotels, motels, etc.)
o=09Receipts for replacement of damaged goods (e.g. furnishings, clothing, =
bedding, floor coverings)
o=09Insurance appraisals and/or damage repair estimates
o=09Other documentation you deem appropriate=20",683,"Please allow me to take a moment to express our my gratitude to Enron for assisting us (my wife, 2 daughters and me) in our desperate time of need.  Although many in Houston were affected by Tropical Storm Allison to a degreeworse than we, still we were in dire need of help.  Enron, the outstandingcompany that it is, came through for us.

My family and I have been displaced from our home, and the sum total of ourworldly possessions now fit inside 1 half of a 2-car garage.  Enron has helped us begin to put our lives back together, and I can think of no more eloquent or appropriate way to express our gratitude than to simply say, ""Thank you.""

The immense pride I feel being a part of the most innovative company in theworld has increased 10 fold.

My most sincere thanks,

Keith Clark",145
<21767486.1075842780222.JavaMail.evans@thyme>,4/4/01 Churn,"Below is a list of the people that will be moving on  the evening of=20
Wednesday, April 4. =20

If you need boxes contact 36300.  Please have every thing packed and ready =
to=20
move by 5:00 pm.  The move team will furnish an envelope containing labels=
=20
for your use.=20


NAME=09FROM=09TO
Blaine, Michelle**=093AC1934=093820
Brownfeld, Gail**=093AC1926=093819
George, Carolyn=093821=093836A
Goode, Diane=093876C=093833
Guinn, Linda =093844=093829A
Haas, Merrill=093876B=093830
Hearn, Ed* (Mickey Mouse)=093880D=093844
Heinitz, Mary=093820=093836
Keesler, Martha=093814=093829
Korkmas, Deborah=093819=093834A
Lauterbach, Elizabeth=093818=093851B
Maxwell, Matthew=093875A=093830A
Meraz, Claudia* (Winners)=093851B=093821A
Nemec, Gerald=093883=093874A
Simmons, Linda* (Shadow)=093821A=093833A
Truss, Stephanie**=093AC1936=093821
Young, Kay=093880B=093834
LAN Printer* =01) JAWS=093848=093829B
LAN Printer*=01) TULIP=093858F=093829B
*  Network printer
** New phone installation.  Telephone numbers will be furnisthed upon=20
completion of move. =20

Please feel free to contact me at X57373 if you have any questions pertaini=
ng=20
to the scheduled move.

Best regards,
Taffy Milligan",138,"Below is a list of the people that will be moving on  the evening of
Wednesday, April 4. 

If you need boxes contact 36300.  Please have every thing packed and ready to
move by 5:00 pm.  The move team will furnish an envelope containing labelsfor your use.


NAMEFROMTO
Blaine, Michelle**3AC19343820
Brownfeld, Gail**3AC19263819
George, Carolyn38213836A
Goode, Diane3876C3833
Guinn, Linda 38443829A
Haas, Merrill3876B3830
Hearn, Ed* (Mickey Mouse)3880D3844
Heinitz, Mary38203836
Keesler, Martha38143829
Korkmas, Deborah38193834A
Lauterbach, Elizabeth38183851B
Maxwell, Matthew3875A3830A
Meraz, Claudia* (Winners)3851B3821A
Nemec, Gerald38833874A
Simmons, Linda* (Shadow)3821A3833A
Truss, Stephanie**3AC19363821
Young, Kay3880B3834
LAN Printer* ) JAWS38483829B
LAN Printer*) TULIP3858F3829B
*  Network printer
** New phone installation.  Telephone numbers will be furnisthed upon
completion of move. 

Please feel free to contact me at X57373 if you have any questions pertaining
to the scheduled move.

Best regards,
Taffy Milligan",132
<23533966.1075840162147.JavaMail.evans@thyme>,Thank You,"Mr. Skilling,

Thank you so much for delivering my resume to your Associate Program
recruiting personnel.  I have been in contact with them for the last couple
weeks, and recently confirmed an interview date for Wednesday, May 23rd.

I am very excited about the possibility of joining Enron and look forward to
a challenging visit next week.  It would be an honor to become a member of
your prestigious team.

Again, I greatly appreciate your time and assistance.  You have been a great
help.  Have a wonderful week and congratulations on all your continued
success!


Sincerely,

Jon Friedberg
3919 Villa Costera
Malibu, CA   90265

Phone: 310.456.2792
Email: Jon@JonFriedberg.com",108,"Mr. Skilling,

Thank you so much for delivering my resume to your Associate Program
recruiting personnel.  I have been in contact with them for the last couple
weeks, and recently confirmed an interview date for Wednesday, May 23rd.

I am very excited about the possibility of joining Enron and look forward to
a challenging visit next week.  It would be an honor to become a member of
your prestigious team.

Again, I greatly appreciate your time and assistance.  You have been a great
help.  Have a wonderful week and congratulations on all your continued
success!


Sincerely,

Jon Friedberg
3919 Villa Costera
Malibu, CA   90265

Phone: 310.456.2792
Email: Jon@JonFriedberg.com",108
<10680245.1075851608071.JavaMail.evans@thyme>,Re: REVISED Merged Leg Document,"No intent to make people pay twice.  Anticipated that Edison might not want to be at risk for costs associated with retail gen service (e.g., AS, GMC, shaping) while only allowed to charge the wholesale price.  Any changes necessary to ensure no double counting are welcome.

Also, if 30 days seems to short to for some customers do strike a deal with either the utility or an ESP, then it might be appropriate, and I wouldn't object, to extending it to 90 days.  In my conversation with Dorothy, both 30 and 90 came up.  90 is reasonable, but it would seem to be the uppermost  limit.

Thanks very much for the comments.

Best,
Jeff





	BRBarkovich <brbarkovich@earthlink.net> 07/09/2001 06:12 PM 	   To: dhunter@s-k-w.com  cc: Ann.Cohn@sce.com, ""'Dorothy Rothrock (E-mail)'"" <drothrock@cmta.net>, ""'John Fielder (E-mail)'"" <fieldejr@sce.com>, ""'Phil Isenberg (E-mail)'"" <isenberg@hmot.com>, ""'Jeff Dasovich (E-mail)'"" <jdasovic@enron.com>, ""'Keith McCrea (E-mail)'"" <kmccrea@sablaw.com>, ""'Linda Sherif (E-mail)'"" <lys@a-klaw.com>, ""'Linda Sherif (E-mail 2)'"" <lysherif@yahoo.com>, ""'Gary Schoonyan (E-mail)'"" <schoongl@sce.com>, ""'John White (E-mail)'"" <vjw@cleanpower.org>, ""Dominic DiMare (E-mail)"" <dominic.DiMare@calchamber.com>  Subject: Re: REVISED Merged Leg Document	



I do not agree with Jeff's changes to Dorothy's language and I am not sure if Dorothy does.
In particular, I don't know what is meant by the language in the definition of Spot Market
Service which says ""and shall include all costs incurred by the electrical corporation to
provide retail electric service"" which seems to me to go way beyond even energy service.  I
am also concerned that there be no way that customers have to pay for A/S twice.

Second, I think 30 days is too short a time for a customer on Spot Market service to elect
DA or Term Service, since if the UDC is providing Term Service on a best efforts basis, that
option might not even be available within 30 days.  Barbara

Delaney Hunter wrote:

> Folks-
> Sorry for the delay --- major computer problems over here. I have used Ann's
> document and added the changes I made as a template. It is in redline and
> the questions are highlighted as well. Please look over it carefully and if
> there is language you are going to provide please do it post haste.
>
> WE WILL NOT HAVE A 2:00 CALL --- I think most folks are just too damn busy.
> So, if there is a question, problem, disagreement, etc on language please
> work it out amongst yourselves and send me new language if applicable.
> Remember this is due to Rick BY 5:00 PM TODAY!!!!!
>
> Call me with questions,
> Delaney
>
>   ------------------------------------------------------------------------
>                                       Name: REVISED Merged Leg Language.doc
>    REVISED Merged Leg Language.doc    Type: Microsoft Word Document (application/msword)
>                                   Encoding: base64",448,"No intent to make people pay twice.  Anticipated that Edison might not want to be at risk for costs associated with retail gen service (e.g., AS, GMC, shaping) while only allowed to charge the wholesale price.  Any changes necessary to ensure no double counting are welcome.

Also, if 30 days seems to short to for some customers do strike a deal with either the utility or an ESP, then it might be appropriate, and I wouldn't object, to extending it to 90 days.  In my conversation with Dorothy, both 30 and 90 came up.  90 is reasonable, but it would seem to be the uppermost  limit.

Thanks very much for the comments.

Best,
Jeff",114
<17106261.1075852786861.JavaMail.evans@thyme>,Tee time confirmation,"TEE TIME CONFIRMATION
-----------------------------
You are reserved at Tour 18 - Houston for 8 golfers starting at 07:00 am on Saturday, August 18, 2001 under the name Stepenovitch.

Your confirmation number is 9249888.

If you need to cancel or reduce the number of players, please do so at least 24 hours before the tee time.

For additional information, or to make your next reservation online, please visit out our website at http://www.tour18golf.com

THIS EMAIL IS AUTO-GENERATED AND FOR INFORMATION PURPOSES ONLY, PLEASE DO NOT REPLY TO THIS EMAIL.
-----------------------------

-----------------------------
This reservation is powered by EZLinksGolf.com - ""The easiest way to get a round.""  http://ezlinksgolf.com",105,"TEE TIME CONFIRMATION

You are reserved at Tour 18 - Houston for 8 golfers starting at 07:00 am on Saturday, August 18, 2001 under the name Stepenovitch.

Your confirmation number is 9249888.

If you need to cancel or reduce the number of players, please do so at least 24 hours before the tee time.

For additional information, or to make your next reservation online, please visit out our website at http://www.tour18golf.com

THIS EMAIL IS AUTO-GENERATED AND FOR INFORMATION PURPOSES ONLY, PLEASE DO NOT REPLY TO THIS EMAIL.



This reservation is powered by EZLinksGolf.com - ""The easiest way to get a round.""  http://ezlinksgolf.com",102
<20324979.1075846945333.JavaMail.evans@thyme>,Midwest United Energy,"To All:

I have attached an omnibus confirm worksheet for a transaction with this 
counterparty.  We require a guaranty from their parent.  We recently 
transacted with this counterparty at which time we required the same 
collateral (Marie Heard worked on this).  They failed to provide the guaranty 
and unwound the positions.  Now they say they will provide the guaranty. At 
the time of the initial transaction they sent over thier format which Shari 
Stack reviewed and commented, which I have a copy of.  I feel we should 
attach a red-line version of this guaranty to the confirm for their review.

Please advise,

Russell.",103,"To All:

I have attached an omnibus confirm worksheet for a transaction with this 
counterparty.  We require a guaranty from their parent.  We recently 
transacted with this counterparty at which time we required the same 
collateral (Marie Heard worked on this).  They failed to provide the guaranty 
and unwound the positions.  Now they say they will provide the guaranty. At 
the time of the initial transaction they sent over thier format which Shari 
Stack reviewed and commented, which I have a copy of.  I feel we should 
attach a red-line version of this guaranty to the confirm for their review.

Please advise,

Russell.",103
<13075876.1075858857741.JavaMail.evans@thyme>,Indicated Shippers,"I just received a voice mail from Kathy Edwards, attorney for Indicated Shippers.  She said her clients were not willing to ""carve-out"" the two issues of competitive bidding and scheduling rights for the Commission to decide as separate policy issues.  Indicated shippers said both issues have to be a part of a settlement.

Based on the input I have received from TW thus far, Indicated Shippers demands may make a settlement impossible.  We need to consider whether TW is willing to go further in regard to either or both of the Indicated Shippers positions (so far TW has said no).  Additionally thought should be given to whether appointment of a settlement judge at this time might be helpful.

I will try to get a call set up to discuss.  In the mean time, any feedback you have would be helpful.  Greg",141,"I just received a voice mail from Kathy Edwards, attorney for Indicated Shippers.  She said her clients were not willing to ""carve-out"" the two issues of competitive bidding and scheduling rights for the Commission to decide as separate policy issues.  Indicated shippers said both issues have to be a part of a settlement.

Based on the input I have received from TW thus far, Indicated Shippers demands may make a settlement impossible.  We need to consider whether TW is willing to go further in regard to either or both of the Indicated Shippers positions (so far TW has said no).  Additionally thought should be given to whether appointment of a settlement judge at this time might be helpful.

I will try to get a call set up to discuss.  In the mean time, any feedback you have would be helpful.  Greg",141
<10062671.1075852916719.JavaMail.evans@thyme>,"S-x, drugs and rock-n-roll! See the trailer for Rock Star","[IMAGE]
[IMAGE]			
[IMAGE]			
[IMAGE]			
[IMAGE]			
 ROCK STAR: View the trailer on Cinematrix!  [IMAGE]  [IMAGE] Win a chance to be a Rock Star for a Day! [IMAGE][IMAGE]  Mark Wahlberg plays Chris Cole, who realizes everyone's greatest fantasy when he suddenly becomes the new lead singer for his favorite heavy metal band, Steel Dragon. Along with his hot girlfriend, played by Jennifer Aniston, he sky-rockets to fame. Look for real-life rockers from Steel Dragon, Ozzy Osbourne's guitarist, Third Eye Blind's Stephen Jenkins and Led Zeppelin's offspring drummer. After you see the movie, check out the official site for  Steel Dragon  - only on LAUNCH. Plus, listen to the Rock Star Station.   P.S. This movie is R-rated and not intended for those who are too young to party like rock stars.      	[IMAGE]	 [IMAGE] 	
		   Please unsubscribe here  if you prefer not to receive future e-mail from LAUNCH Media Inc.	

[IMAGE]",146,"ROCK STAR: View the trailer on Cinematrix!     Win a chance to be a Rock Star for a Day!   Mark Wahlberg plays Chris Cole, who realizes everyone's greatest fantasy when he suddenly becomes the new lead singer for his favorite heavy metal band, Steel Dragon. Along with his hot girlfriend, played by Jennifer Aniston, he sky-rockets to fame. Look for real-life rockers from Steel Dragon, Ozzy Osbourne's guitarist, Third Eye Blind's Stephen Jenkins and Led Zeppelin's offspring drummer. After you see the movie, check out the official site for  Steel Dragon  - only on LAUNCH. Plus, listen to the Rock Star Station.   P.S. This movie is R-rated and not intended for those who are too young to party like rock stars.      		  	
		   Please unsubscribe here  if you prefer not to receive future e-mail from LAUNCH Media Inc.",135
<26006744.1075858858541.JavaMail.evans@thyme>,"Viagra, we bring good things to life!                         26691","You are receiving this email as a subscriber
to the USA Opt-In Mailing List Service.
To remove yourself from this and all related mail lists, 
just email us at:  REMOVE MY EMAIL ADDRESS  
   VIAGRA TM       Is the breakthrough medication that has restored or enhanced the Sex lives of millions of men... and women.   Now available to you online and delivered via FedExtm to your home or office at   THE LOWEST PRICES FOUND  ANYWHERE   Online Ordering is Convenient, Affordable and Confidential No Appointments, No Waiting Rooms, No Embarassment!  .  We offer the only FDA approved Viagra by Pfizer  through our online website consultation.      Did I mention that we have the Lowest Priced Viagra On The Internet?        For The Perfect Experience  Click Here and Revitalize Your Life.        To remove yourself immediately from all related mail lists just email us at: REMOVE MY EMAIL ADDRESS",142,"You are receiving this email as a subscriber
to the USA Opt-In Mailing List Service.
To remove yourself from this and all related mail lists, 
just email us at:  REMOVE MY EMAIL ADDRESS  
   VIAGRA TM       Is the breakthrough medication that has restored or enhanced the Sex lives of millions of men... and women.   Now available to you online and delivered via FedExtm to your home or office at   THE LOWEST PRICES FOUND  ANYWHERE   Online Ordering is Convenient, Affordable and Confidential No Appointments, No Waiting Rooms, No Embarassment!  .  We offer the only FDA approved Viagra by Pfizer  through our online website consultation.      Did I mention that we have the Lowest Priced Viagra On The Internet?        For The Perfect Experience  Click Here and Revitalize Your Life.        To remove yourself immediately from all related mail lists just email us at: REMOVE MY EMAIL ADDRESS",142
<22665343.1075840038214.JavaMail.evans@thyme>,Energy Opportunities,"Mike,

I represent a firm which has specialized in energy and power market
placement for over ten years.  I'm currently working with several
organizations across the country looking for energy traders, coordinators,
analysts and schedulers.  These are great opportunities to change location
or better ones position quickly.  I'd like to schedule a ten minute
telephone conversation to discuss these positions and determine whether or
not you may have interest or may be able to assist with these openings.

Please reply or call me at 630-990-7510 at your earliest convenience.  I
look forward to speaking with you soon.

Best Regards,
Todd Kubicki
Kappa Search, Inc.
tkubicki@kappasearch.com",105,"Mike,

I represent a firm which has specialized in energy and power market
placement for over ten years.  I'm currently working with several
organizations across the country looking for energy traders, coordinators,
analysts and schedulers.  These are great opportunities to change location
or better ones position quickly.  I'd like to schedule a ten minute
telephone conversation to discuss these positions and determine whether or
not you may have interest or may be able to assist with these openings.

Please reply or call me at 630-990-7510 at your earliest convenience.  I
look forward to speaking with you soon.

Best Regards,
Todd Kubicki
Kappa Search, Inc.
tkubicki@kappasearch.com",105
<32740841.1075860725795.JavaMail.evans@thyme>,"WILL BE BY PHONE: By-Laws & Governance Subcommittee Meeting, Feb.
      28, 2002","The By-Laws & Governance Subcommittee meeting scheduled for Thursday,
Feb.28,2002 WILL BE HELD BY CONFERENCE CALL ONLY.

The dial-in number originally set up for call in to the meeting will be used
for the conference call. Here again is the dial-in information for the
By-Laws meeting on Feb. 28:

Dial-in Number:  (800) 966-6338
Conference ID# 2896
Moderator Name: Kathy Robb

Materials for the meeting have been posted on the website.

If you have any questions, please call Peter Brown, the Chair of the By-laws
& Governance Subcommittee, or me.

Many thanks.

Kathy Robb
Hunton & Williams
krobb@hunton.com
212.309.1128


---
You are currently subscribed to nyiso_tie as: benjamin.rogers@enron.com
To unsubscribe send a blank email to leave-nyiso_tie-628650Q@lyris.nyiso.com",115,"The By-Laws & Governance Subcommittee meeting scheduled for Thursday,
Feb.28,2002 WILL BE HELD BY CONFERENCE CALL ONLY.

The dial-in number originally set up for call in to the meeting will be used
for the conference call. Here again is the dial-in information for the
By-Laws meeting on Feb. 28:

Dial-in Number:  (800) 966-6338
Conference ID# 2896
Moderator Name: Kathy Robb

Materials for the meeting have been posted on the website.

If you have any questions, please call Peter Brown, the Chair of the By-laws
& Governance Subcommittee, or me.

Many thanks.

Kathy Robb
Hunton & Williams
krobb@hunton.com
212.309.1128



You are currently subscribed to nyisotie as: benjamin.rogers@enron.com
To unsubscribe send a blank email to leave-nyisotie-628650Q@lyris.nyiso.com",114
