word,label
Yoder,I-PERSON
Greetings,O
NESA,B-ORG
/,O
HEA,B-ORG
Members,O
!,O
Attached,O
below,O
for,O
your,O
review,O
is,O
two,O
flyers,O
upcoming,O
sponsored,O
events.,O
The,O
first,O
(you,O
may,O
have,O
seen,O
before,O
),O
contains,O
information,O
regarding,O
our,O
Offshore,O
Energy,O
Museum,O
Tour,O
scheduled,O
May,O
17,O
",",O
2001,O
in,O
Houston,B-LOCATION
Galveston,B-LOCATION
Texas.,O
second,O
the,O
Second,O
Annual,O
Calgary,B-LOCATION
Conference,O
June,O
7,O
&,O
8,O
Alberta,B-LOCATION
Canada.,O
Please,O
take,O
a,O
moment,O
to,O
attached,O
and,O
make,O
plans,O
attend,O
these,O
events,O
TODAY.,O
Contact,O
Tracy,O
Cummins,O
at,O
(713,O
856-6525,O
or,O
via,O
email,O
tracy.cummins,O
@nesanet.org,O
with,O
any,O
questions.,O
-,O
FLYER,O
2001.doc,O
OEC01.doc,O
Texas,B-LOCATION
Canada,B-LOCATION
Greg,B-PERSON
",",O
While,O
Enron,B-ORG
's,O
management,O
teams,O
are,O
reviewing,O
actions,O
plans,O
for,O
the,O
upcoming,O
six,O
to,O
nine,O
months,O
I,O
understand,O
that,O
functional,O
transition,O
will,O
be,O
assembled,O
address,O
planned,O
merger.,O
would,O
like,O
register,O
my,O
strong,O
interest,O
in,O
assisting,O
any,O
team,O
where,O
skills,O
could,O
add,O
value.,O
Prior,O
developing,O
and,O
supporting,O
corporate,O
as,O
well,O
enterprise,O
systems,O
at,O
career,O
has,O
spanned,O
across,O
General,B-ORG
Electric,I-ORG
Capital,I-ORG
Services,I-ORG
ABB,B-ORG
on,O
a,O
global,O
basis.,O
Much,O
of,O
this,O
experience,O
included,O
system,O
integration,O
change,O
management.,O
Let,O
me,O
know,O
if,O
you,O
have,O
questions,O
above.,O
Otherwise,O
wanted,O
let,O
desire,O
working,O
towards,O
successful,O
Enron.,O
Regards,O
Allan,B-PERSON
Sommer,I-PERSON
ISC,O
713-345-5291,O
Due,O
to,O
a,O
delay,O
with,O
the,O
printing,O
of,O
direct,O
deposit,O
advices,O
for,O
March,O
30th,O
payday,O
",",O
will,O
be,O
distributed,O
later,O
than,O
normal.,O
We,O
anticipate,O
majority,O
received,O
by,O
Friday,B-DATE
afternoon.,O
Please,O
assured,O
this,O
does,O
not,O
impact,O
funds,O
your,O
bank,O
account.,O
Your,O
available,O
on,O
30th.,O
remember,O
that,O
eHRonline,O
provides,O
functionality,O
which,O
allows,O
you,O
electronically,O
access,O
earnings,O
statement.,O
If,O
need,O
help,O
logon,O
id,O
or,O
password,O
please,O
use,O
automated,O
reset,O
and,O
lookup,O
process,O
online.,O
further,O
assistance,O
ID,O
contact,O
ISC,B-ORG
Call,I-ORG
Center,I-ORG
at,O
713-345-4727.,O
apologize,O
any,O
inconvenience,O
may,O
cause.,O
Corporate,B-ORG
Payroll,I-ORG
713-345-5555,O
This,O
is,O
an,O
email,O
sent,O
to,O
me,O
after,O
my,O
conversation,O
with,O
Rob,B-PERSON
last,B-DATE
week.,O
I,O
don,O
't,O
know,O
where,O
he,O
leading,O
this.,O
However,O
will,O
every,O
one,O
please,O
read,O
the,O
below,O
and,O
Jerry,B-PERSON
in,O
absense,O
work,O
everyone,O
try,O
come,O
up,O
a,O
solution,O
that,O
TW,B-ORG
willing,O
live,O
as,O
we,O
go,O
forward,O
EMAR,B-ORG
(operators,O
for,O
Citizens,B-ORG
).,O
Sorry,O
won,O
be,O
able,O
any,O
help,O
this,B-DATE
week,I-DATE
traveling,O
New,B-DATE
Mexico,I-DATE
Mom,O
's,O
funeral.,O
stay,O
loop,O
best,O
can.,O
Thanks,O
resolving,O
issue.,O
DS,O
Market,O
Participants,O
:,O
Attached,O
is,O
the,O
Preliminary,O
Agenda,O
for,O
July,B-DATE
25,I-DATE
",",O
CMR,O
Stakeholder,O
meeting,O
being,O
held,O
in,O
room,O
101a,O
/101b,O
Blue,O
Ravine,O
Road,O
Folsom.,O
The,O
day,O
will,O
start,O
with,O
a,O
Continental,O
Breakfast,O
at,O
8,O
:30am,O
and,O
9,O
:00am.,O
We,O
also,O
be,O
serving,O
lunch,O
approximately,O
12Noon.,O
In,O
order,O
to,O
make,O
sure,O
we,O
enough,O
food,O
request,O
that,O
you,O
RSVP,O
no,O
later,O
than,O
Friday,O
21,O
4,O
:00pm.,O
To,O
do,O
so,O
please,O
contact,O
Colleen,B-PERSON
Grant,I-PERSON
via,O
email,O
cgrant,O
@caiso.com,O
or,O
telephone,O
(916,O
)608-7069.,O
If,O
are,O
not,O
able,O
attend,O
below,O
call-in,O
information,O
Phone,O
Number,O
(877,O
)381-6004,O
Conference,O
ID,O
527256,O
Leader,O
's,O
Name,O
Byron,B-PERSON
Woertz,I-PERSON
Thank,O
Director,O
Client,O
Relations,O
-,O
7.25.00,O
Louise,B-PERSON
",",O
need,O
to,O
ask,O
a,O
question,O
for,O
clarification.,O
TBG,B-ORG
is,O
ready,O
sign.,O
The,O
settlement,O
structured,O
change,O
the,O
transaction,O
beginning,O
Nov,B-DATE
1.,O
If,O
we,O
delay,O
they,O
may,O
revert,O
in,O
operating,O
and,O
scheduling,O
volumes,O
according,O
existing,O
agreement,O
not,O
which,O
bad,O
ENA.,O
A,O
bit,O
of,O
balancing,O
act,O
but,O
I,O
think,O
that,O
have,O
it,O
under,O
control.,O
My,O
this.,O
Can,O
move,O
forward,O
with,O
execution,O
Settlement,O
IF,O
payment,O
required,O
until,O
30,I-DATE
?,O
am,O
sorry,O
be,O
splitting,O
hairs,O
don,O
't,O
want,O
this,O
slip,O
away.,O
hold,O
off,O
on,O
everything,O
will,O
do,O
what,O
needed.,O
Frank,B-PERSON
1,I-DATE
ENA,B-ORG
No,O
intent,O
to,O
make,O
people,O
pay,O
twice.,O
Anticipated,O
that,O
Edison,B-PERSON
might,O
not,O
want,O
be,O
at,O
risk,O
for,O
costs,O
associated,O
with,O
retail,O
gen,O
service,O
(e.g.,O
",",O
AS,O
GMC,O
shaping,O
),O
while,O
only,O
allowed,O
charge,O
the,O
wholesale,O
price.,O
Any,O
changes,O
necessary,O
ensure,O
no,O
double,O
counting,O
are,O
welcome.,O
Also,O
if,O
30,O
days,O
seems,O
short,O
some,O
customers,O
do,O
strike,O
a,O
deal,O
either,O
utility,O
or,O
an,O
ESP,O
then,O
it,O
appropriate,O
and,O
I,O
wouldn,O
't,O
object,O
extending,O
90,O
days.,O
In,O
my,O
conversation,O
Dorothy,B-PERSON
both,O
came,O
up.,O
is,O
reasonable,O
but,O
would,O
seem,O
uppermost,O
limit.,O
Thanks,O
very,O
much,O
comments.,O
Best,O
Jeff,B-PERSON
Last,B-DATE
month,I-DATE
",",O
the,O
House,B-ORG
Banking,I-ORG
and,I-ORG
Financial,I-ORG
Services,I-ORG
Subcommitee,I-ORG
on,O
Capital,O
Markets,O
Securities,B-ORG
Government-Sponsored,B-ORG
Enterprises,I-ORG
marked-up,O
H.R.,B-ORG
2924,I-ORG
Hedge,O
Fund,O
Disclosure,O
Act.,O
This,O
legislation,O
would,O
require,O
unregulated,O
hedge,O
funds,O
to,O
submit,O
quarterly,O
reports,O
Board,O
of,O
Governors,O
Federal,O
Reserve,O
System,O
which,O
then,O
be,O
distributed,O
other,O
agencies,O
including,O
SEC,B-ORG
CFTC.,O
These,O
made,O
available,O
public,O
extent,O
required,O
by,O
regulations,O
prescribed,O
for,O
purposes.,O
We,O
have,O
attached,O
a,O
copy,O
as,O
introduced,O
well,O
manager,O
's,O
amendment,O
reported,O
out,O
Subcommittee,O
your,O
comments.,O
The,O
bill,O
has,O
been,O
referred,O
full,O
Committee,O
with,O
no,O
action,O
scheduled,O
yet.,O
will,O
sure,O
keep,O
you,O
informed,O
any,O
developments.,O
CFTC,B-ORG
Randy,B-PERSON
:,O
Please,O
forgive,O
me,O
for,O
missing,O
the,O
call,O
this,O
morning.,O
I,O
mistakenly,O
thought,O
that,O
my,O
7,O
:30,O
am,O
doctor,O
's,O
appointment,O
was,O
tomorrow,O
and,O
not,O
Just,O
a,O
brief,O
update,O
to,O
resport,O
of,O
yesterday,O
",",O
Lynn,B-PERSON
Brent,B-PERSON
are,O
meeting,O
afternoon,O
discuss,O
Tozzini,B-ORG
response,O
set,O
plans,O
another,O
trip,O
Sao,B-LOCATION
Paulo,I-LOCATION
meet,O
with,O
lawyers,O
refine,O
review.,O
'll,O
keep,O
you,O
briefed,O
because,O
know,O
we,O
're,O
fast,O
approaching,O
year-end,O
will,O
be,O
in,O
crunch.,O
We,O
can,O
as,O
need,O
arises.,O
Also,O
is,O
preparing,O
his,O
synopsis,O
regarding,O
Don,O
recent,O
inquiries,O
about,O
trading,O
office,O
locations.,O
questions,O
tie,O
into,O
legal,O
review,O
financial,O
options,O
general,O
but,O
it,O
good,O
idea,O
address,O
these,O
up,O
front.,O
if,O
have,O
any,O
questions.,O
promise,O
back,O
on,O
board,O
next,O
week.,O
Regards.,O
Sara,B-PERSON
A,O
California,B-ORG
Markets,I-ORG
Focus,I-ORG
Group,I-ORG
meeting,O
will,O
be,O
held,O
daily,O
starting,O
tomorrow,O
",",O
December,O
15th.,O
Please,O
plan,O
to,O
attend,O
this,O
at,O
10,O
:00,O
a.m.,O
in,O
conference,B-LOCATION
room,I-LOCATION
EB,I-LOCATION
2868.,O
This,O
a,O
level,O
setting,O
determine,O
what,O
topics,O
should,O
reviewed,O
with,O
the,O
group,O
on,O
basis.,O
forum,O
also,O
allow,O
for,O
an,O
overview,O
of,O
changes,O
market,O
prices,O
positions,O
and,O
identify,O
strategies.,O
The,O
recurring,O
time,O
location,O
these,O
meetings,O
determined,O
as,O
well.,O
Participation,O
by,O
you,O
(or,O
your,O
pre-identified,O
representative,O
),O
basis,O
is,O
critical.,O
We,O
preparing,O
report,O
EES,B-ORG
G-9,I-ORG
input,O
required.,O
Any,O
questions,O
please,O
call,O
Wanda,B-PERSON
Curry,I-PERSON
@,O
x-33411.,O
Thanks,O
2868,I-LOCATION
This,O
is,O
message,O
no.,O
2,O
from,O
me.,O
Mark,B-PERSON
has,O
clarified,O
to,O
me,O
that,O
:,O
1,O
),O
The,O
initial,O
structure,O
",",O
in,O
terms,O
of,O
what,O
John,B-PERSON
Greene,I-PERSON
desires,O
(in,O
order,O
be,O
'up,O
&,O
running,O
',O
as,O
soon,O
possible,O
use,O
the,O
described,O
letter,O
drafted,O
by,O
Jacqueline,B-PERSON
Hamilton,I-PERSON
(which,O
will,O
convey,O
you,O
directly,O
internally,O
per,O
Freeman,I-PERSON
's,O
representation,O
where,O
he,O
a,O
direct,O
employee,O
U.S.,B-ORG
entity,O
which,O
already,O
client,O
Instinet,B-ORG
Once,O
Enron,B-ORG
decides,O
on,O
longer-term,O
corporate,O
they,O
wish,O
future,O
subject,O
our,O
concurrence,O
we,O
'transition,O
state,O
originally,O
desired,O
Greene.,O
my,O
and,O
comprehension,O
at,O
present.,O
If,O
have,O
any,O
other,O
concerns,O
or,O
variance,O
raise,O
please,O
don,O
't,O
hesitate,O
e-mail,O
call,O
return.,O
Kind,O
regards,O
/,O
Greg,B-PERSON
I,O
definitely,O
agree,O
with,O
your,O
assessment.,O
We,O
have,O
a,O
few,O
other,O
fish,O
to,O
chaseright,O
now,O
before,O
we,O
give,O
up,O
the,O
boat.,O
A,O
thoughts,O
:,O
TIBCO,B-PERSON
is,O
proposing,O
sales,O
channel,O
arrangement,O
that,O
essentially,O
keeps,O
Enron,B-ORG
very,O
much,O
in,O
software,O
business.,O
If,O
decide,O
weare,O
comfortable,O
having,O
foot,O
business,O
for,O
period,O
of,O
time,O
",",O
can,O
always,O
sign,O
channels,O
including,O
whenever,O
are,O
ready,O
do,O
so.,O
Collaborating,O
partner,O
lot,O
work,O
;,O
fact,O
initially,O
it,O
actually,O
more,O
difficult,O
than,O
doing,O
everything,O
yourself.,O
So,O
jump,O
into,O
world,O
would,O
need,O
put,O
resources,O
effort.,O
Regards.,O
Rex,B-PERSON
AGENT,O
RF,O
/RF,O
BOOKING,O
REF,O
ZOXJ6L,O
DASOVICH,O
/JEFF,O
ENRON,B-ORG
CORP,I-ORG
101,B-LOCATION
CALIFORNIA,I-LOCATION
ST,I-LOCATION
STE,I-LOCATION
1950,I-LOCATION
SAN,B-LOCATION
FRANCISCO,I-LOCATION
CA,I-LOCATION
94111,I-LOCATION
MAIL,O
ETKT,O
RCPT,O
DATE,O
:,O
AUG,B-DATE
06,I-DATE
2001,I-DATE
CAR,O
02SEP,B-DATE
ALAMO,B-ORG
BOSTON,I-LOCATION
MA,I-LOCATION
09SEP,B-DATE
CONFIRMATION,O
02600043,O
TELEPHONE,O
617-561-4100,O
FULL,O
4-DOOR,O
AUTOMATIC,O
AIR,O
RATE,O
USD209.10-,O
UNL,O
WY,O
48.00-,O
XD,O
GUARANTEED,O
DROP,O
CHARGE,O
.00,O
BASE,O
*AL,O
*USD257.10-,O
BR,O
PICK-UP,O
2,B-LOCATION
TOMAHAWK,I-LOCATION
DRIVE,I-LOCATION
EAST,I-LOCATION
DROP-OFF,O
Z21010,O
MISCELLANEOUS,O
07JAN,B-DATE
HOUSTON,B-LOCATION
TX,I-LOCATION
MON,O
*,O
THANK,O
YOU,O
FOR,O
USING,O
THE,O
TAP,O
S0C0011R1000,O
INTL,O
TVLRS,O
CARRY,O
SOS,O
WALLET,O
CARD,O
W,O
/ENRON,O
ASSISTANCE,O
INFO,O
CALL,O
MEDICAL,O
EMERGENCY,O
:IN,O
U.S,O
800,O
523-6586,O
:INTL,O
215,O
245-4707,O
(COLLECT,O
),O
ALL,O
FARES,O
ARE,O
SUBJECT,O
TO,O
CHANGE,O
UNTIL,O
TICKETED,O
/PURCHASED,O
Ed,B-PERSON
",",O
Great,O
job,O
at,O
actually,O
getting,O
something,O
(almost,O
),O
in,O
writing,O
from,O
HL,O
&P,O
!,O
The,O
big,O
poles,O
are,O
just,O
not,O
suitable,O
for,O
neighborhood,O
use,O
simply,O
too,O
big.,O
I,O
am,O
therefore,O
selfishly,O
relieved,O
that,O
they,O
continuing,O
along,O
my,O
street.,O
With,O
all,O
the,O
townhome,O
development,O
plus,O
these,O
mega-poles,O
what,O
else,O
can,O
be,O
done,O
to,O
destroy,O
traditional,O
appearance,O
of,O
our,O
area,O
?,O
Maybe,O
'll,O
put,O
an,O
environmentally,O
sensitive,O
second,O
deck,O
20,O
',O
above,O
Montrose,B-LOCATION
bypass,O
ailing,O
downtown,O
highways,O
attached,O
explanation,O
does,O
however,O
beg,O
question,O
why,O
there,O
's,O
one,O
new,O
pole,O
holes,O
been,O
dug,O
on,O
NE,O
corner,O
Peden,B-LOCATION
and,O
when,O
line,O
runs,O
down,O
west,O
side,O
Blvd.,I-LOCATION
then,O
Peden.,O
Mike,B-PERSON
Yates,I-PERSON
Hello,O
",",O
Tana,B-PERSON
I,O
have,O
been,O
asked,O
if,O
we,O
could,O
please,O
be,O
provided,O
an,O
electronic,O
version,O
of,O
the,O
Non-Disclosure,O
Agreement,O
that,O
you,O
and,O
worked,O
on,B-DATE
together,O
Monday,I-DATE
between,O
Cap,O
Gemini,O
Ernst,O
&,O
Young,O
U.,O
S.,O
LLC,I-ORG
Enron,B-ORG
Net,I-ORG
Works,I-ORG
EnronOnline,B-ORG
LLC.,O
By,O
way,O
just,O
received,O
interoffice,O
envelope,O
with,O
two,O
originals,O
will,O
Eric,B-PERSON
Grest,I-PERSON
sign,O
them,O
both.,O
return,O
one,O
fully,O
executed,O
original,O
to,O
ASAP,O
(thank,O
very,O
much,O
!,O
).,O
Would,O
it,O
possible,O
receive,O
today,O
as,O
'm,O
scheduling,O
a,O
conference,O
call,O
for,O
CGEY,O
people,O
they,O
must,O
each,O
copy,O
agreement,O
prior,O
?,O
Thank,O
Marianne,B-PERSON
Ext.,O
56344,O
Larry,B-PERSON
",",O
This,O
is,O
what,O
I,O
have,O
for,O
the,O
crane,O
area.,O
Mc,B-PERSON
Elroy,I-PERSON
Tank,O
pumps,O
about,O
7,O
",000",O
bls,O
a,O
day,O
capacity,O
5,O
",000bls",O
McAfee,B-PERSON
over,O
500,O
10,O
Abel,B-PERSON
Sweet,I-PERSON
tank,O
800bls,O
29,O
upton,B-PERSON
station,I-PERSON
1600,O
Tankk,O
",750bls",O
Crane,O
tanks,O
1407,O
122,O
1410,O
1418,O
1337,O
80,O
1124,O
1381,O
1303,O
1380,O
All,O
are,O
pumped,O
at,O
different,O
times.,O
Let,O
me,O
know,O
i,O
left,O
off,O
and,O
will,O
do,O
my,O
best,O
to,O
get,O
infomation,O
you.,O
Thank,O
you,O
Duane,B-PERSON
Konen,I-PERSON
915-638-5187,O
Janet,B-PERSON
/,O
Danny,B-PERSON
",",O
We,O
do,O
have,O
Rafael,B-PERSON
on,O
our,O
radar,O
screen,O
as,O
a,I-DATE
loan,O
program,O
participant.,O
Ted,B-PERSON
and,O
Traci,B-PERSON
been,O
visiting,O
with,O
him,O
plan,O
to,O
talk,O
when,O
he,O
comes,O
Houston,B-PERSON
in,B-DATE
November.,O
FYI,O
-,O
wants,O
return,O
Enron,B-ORG
Manager,O
not,O
an,O
Associate.,O
Additional,O
background,O
was,O
Analyst,O
for,B-DATE
year,I-DATE
London,B-LOCATION
promoted,O
Associate,O
went,O
back,O
Columbia,B-LOCATION
his,O
MBA,O
two,B-DATE
years,I-DATE
later.,O
I,O
don,O
't,O
know,O
the,O
individual,O
but,O
given,O
2,O
may,O
be,O
candidate.,O
His,O
visits,O
business,O
units,O
November,I-DATE
should,O
prove,O
it,O
out.,O
Regards,O
Billy,B-PERSON
later,I-DATE
Dear,O
Power,O
Outage,O
Database,O
Customer,O
",",O
Attached,O
you,O
will,O
find,O
an,O
excel,O
document.,O
The,O
outages,O
contained,O
within,O
are,O
forced,O
or,O
rescheduled,O
outages.,O
Your,O
daily,O
delivery,O
still,O
contain,O
these,O
In,O
addition,O
to,O
the,O
two,O
documents,O
there,O
is,O
a,O
dbf,O
file,O
that,O
formatted,O
like,O
your,O
deliveries,O
receive,O
nightly.,O
This,O
enable,O
load,O
data,O
into,O
regular,O
database.,O
Any,O
questions,O
please,O
let,O
me,O
know.,O
Thanks.,O
Greg,B-PERSON
Elliott,I-PERSON
IIR,O
Inc.,O
713-783-5147,O
x,O
3481,O
@industrialinfo.com,O
THE,O
INFORMATION,O
CONTAINED,O
IN,O
THIS,O
E-MAIL,O
IS,O
LEGALLY,O
PRIVILEGED,O
AND,O
CONFIDENTIAL,O
INTENDED,O
ONLY,O
FOR,O
USE,O
OF,O
INDIVIDUAL,O
OR,O
ENTITY,O
NAMED,O
ABOVE.,O
YOU,O
ARE,O
HEREBY,O
NOTIFIED,O
THAT,O
ANY,O
DISSEMINATION,O
DISTRIBUTION,O
COPY,O
TO,O
UNAUTHORIZED,O
ENTITIES,O
STRICTLY,O
PROHIBITED.,O
IF,O
HAVE,O
RECEIVED,O
ERROR,O
PLEASE,O
DELETE,O
IT.,O
-,O
OUTAGE.dbf,O
110101U.xls,O
110101R.xls,O
Hi,O
Guys,O
Slight,O
change,O
of,O
plan,O
on,O
the,O
counterparty,O
front,O
-,O
we,O
will,O
be,O
offering,O
all,O
metals,O
products,O
(currently,O
two,O
phys,O
),O
to,O
following,O
counterparties,O
:,O
All,O
companies,O
new,O
"""A""",O
list,O
(see,O
Enron,B-ORG
aluminium,O
list.doc,O
and,O
copper,O
below,O
old,O
(where,O
have,O
a,O
PA,O
for,O
countries,O
they,O
are,O
trading,O
from,O
tif,O
file,O
exisiting,O
EnronOnline,O
(list,O
as,O
in,O
EOL,O
copy,O
forwarded,O
soon,O
avail,O
Please,O
aware,O
that,O
may,O
subset,O
list.,O
proceed,O
with,O
your,O
review,O
process,O
basis,O
above.,O
Both,O
lists,O
attached,O
ease,O
reference.,O
Regards,O
Amita,B-PERSON
Old,O
A,O
All,O
testing,O
was,O
completed,O
this,O
morning.,O
Through,O
the,O
web,O
access,O
",",O
all,O
systems,O
tested,O
successfully.,O
However,O
we,O
've,O
had,O
numerous,O
calls,O
indicating,O
that,O
TMS,O
application,O
cannot,O
be,O
accessed,O
through,O
Start-Programs,O
method.,O
We,O
contacted,O
ENW,B-ORG
Resolution,I-ORG
Center,I-ORG
at,O
6,O
:20,O
a.m.,O
and,O
were,O
told,O
there,O
been,O
a,O
problem,O
with,O
cluster,O
last,O
night.,O
They,O
asked,O
us,O
to,O
assure,O
everyone,O
logged,O
off,O
night,O
did.,O
People,O
reporting,O
problems,O
accessing,O
start,O
menu,O
are,O
advised,O
how,O
it,O
from,O
web.,O
have,O
in,O
past,O
where,O
security,O
rights,O
lost,O
ETSTMS,B-ORG
folder,O
when,O
cluster.,O
A,O
critical,O
ticket,O
has,O
opened,O
Information,I-ORG
Risk,I-ORG
Management,I-ORG
group,O
paged.,O
will,O
keep,O
you,O
apprised,O
of,O
our,O
progress.,O
Chris,B-PERSON
Smith,I-PERSON
33270,O
Good,O
Morning,O
",",O
Last,B-DATE
Tuesday,I-DATE
I,O
attended,O
the,O
OATI,B-ORG
training,O
on,O
E-Tag,O
1.7,O
in,B-DATE
Houston.,O
Although,O
this,O
new,O
tagging,O
won,O
't,O
be,O
implemented,O
until,O
March,O
we,O
will,O
have,O
access,O
to,O
Test,O
site,O
sometime,O
November,I-DATE
or,I-DATE
December.,O
This,O
way,O
of,O
is,O
very,O
different,O
from,O
what,O
now,O
and,O
each,O
group,O
that,O
makes,O
tags,O
going,O
allow,O
time,O
for,O
practice.,O
Also,O
because,O
format,O
so,O
old,O
templates,O
not,O
work.,O
New,O
need,O
created.,O
Please,O
let,O
me,O
know,O
if,O
you,O
want,O
formal,O
sessions,O
work,O
up,O
a,O
series,O
them,O
January,O
February.,O
Thanks,O
Cara,B-PERSON
December,I-DATE
Houston,B-LOCATION
Suzanne,B-PERSON
:,O
FYI.,O
Can,O
you,O
and,O
the,O
clerks,O
handle,O
packing,O
up,O
my,O
office,O
?,O
I,O
may,O
be,O
able,O
to,O
help,O
but,O
don,O
't,O
want,O
make,O
any,O
commitment,O
that,O
can,O
it,O
there.,O
Hopefully,O
",",O
won,O
take,O
long,O
only,O
files,O
need,O
marked,O
or,O
perhaps,O
put,O
in,O
legal,O
assistant,O
area,O
are,O
near,O
window.,O
If,O
move-out,O
timing,O
slips,O
happens,O
while,O
on,O
vacation,O
would,O
prefer,O
handled,O
before,O
hand,O
so,O
floater,O
doesn,O
have,O
worry,O
about,O
it.,O
Let,O
me,O
know,O
what,O
think.,O
Sorry,O
impose,O
tried,O
do,O
as,O
much,O
could,O
left.,O
Carol,B-PERSON
St.,I-PERSON
Clair,I-PERSON
EB,O
3892,O
713-853-3989,O
(Phone,O
),O
713-646-3393,O
(Fax,O
carol.st.clair,O
@enron.com,O
Colleagues,O
:,O
URM,O
positions,O
as,O
of,I-DATE
June,B-DATE
2001,I-DATE
(more,O
precisely,O
end,B-DATE
May,I-DATE
),O
are,O
now,O
available,O
at,O
the,O
following,O
level,O
details,O
The,O
position,O
(long,O
",",O
short,O
and,O
net,O
in,O
electric,O
utility,O
"""x""",O
per,O
customer,O
"""x"".",O
rate,O
schedule,O
/customer,O
class,O
Aggregates,O
above,O
State,O
NERC,O
Region,O
Customer.,O
If,O
you,O
need,O
any,O
for,O
a,O
specific,O
your,O
service,O
territory,O
please,O
contact,O
Miyung,B-PERSON
Buster,I-PERSON
(713-853-4329,O
by,O
email,O
with,O
cc,O
to,O
Stella,B-PERSON
Chan,I-PERSON
Pat,B-PERSON
Keene,I-PERSON
Harry,B-PERSON
Kingerski,I-PERSON
/or,O
Amr,B-PERSON
Ibrahim,I-PERSON
we,O
shall,O
attempt,O
provide,O
data,O
shortest,O
possible,O
time,O
(currently,O
aiming,O
within,O
same,O
business,O
day,O
).,O
Best,O
regards,O
AI,O
713-853-3037,O
Hi,O
Frank,B-PERSON
",",O
Just,O
thought,O
I,O
'd,O
send,O
you,O
an,O
email,O
to,O
give,O
the,O
details,O
we,O
discussed,O
today.,O
We,O
bought,O
51,O
",042",O
mmbtu,O
from,O
Puget,B-ORG
Sound,I-ORG
in,O
May,B-DATE
2001,I-DATE
at,O
Kingsgate.,O
They,O
seem,O
think,O
that,O
they,O
part,O
/most,O
of,O
gas,O
back,O
us,O
However,O
do,O
not,O
see,O
a,O
deal,O
showing,O
this,O
purchase,O
Puget.,O
Can,O
ck,O
if,O
did,O
fact,O
sell,O
?,O
The,O
sitara,O
#,O
is,O
623949.,O
Let,O
me,O
know,O
need,O
anything,O
else,O
me.,O
Your,O
prompt,O
attention,O
matter,O
would,O
be,O
greatly,O
appreciated.,O
Thanks,O
Darla,B-PERSON
Saucier,I-PERSON
3-4561,O
Kingsgate,B-LOCATION
Sally,B-PERSON
Hello,O
again,O
",",O
and,O
how,O
are,O
you,O
?,O
I,O
guess,O
still,O
as,O
busy,O
described,O
below,O
but,O
hope,O
got,O
some,O
time,O
out,O
from,O
your,O
Friday,O
concept,O
have,O
had,O
to,O
think,O
about,O
Japan.,O
FYI,O
on,B-DATE
Wednesday,I-DATE
will,O
a,O
confrence,O
call,O
with,O
Brent,B-PERSON
Price,I-PERSON
talk,O
EGM,O
Japan,O
Commercial,O
Support,O
perspective.,O
am,O
up,O
in,B-DATE
Oslo,B-LOCATION
this,O
week,I-DATE
signing,O
off,O
Enron,B-ORG
Nordic,I-ORG
Energy,I-ORG
comming,O
San,B-LOCATION
Antonio,I-LOCATION
next,B-DATE
for,O
accounting,O
offsite,O
where,O
see,O
Any,O
news,O
the,O
were,O
planning,O
October,I-DATE
Mike,B-PERSON
look,O
forward,O
hear,O
you.,O
Regards,O
Jan-Erland,B-PERSON
Sandy,B-PERSON
:,O
I,O
'm,O
still,O
very,O
concerned,O
about,O
the,O
NJ,B-LOCATION
aspect,O
of,O
things,O
-,O
was,O
under,O
impression,O
we,O
are,O
not,O
going,O
physical,O
until,O
2003,B-DATE
in,O
NJ.,O
Rebecca,B-PERSON
can,O
you,O
confirm,O
this,O
for,O
me,O
?,O
If,O
indeed,O
continuing,O
onward,O
with,O
direct,O
marketing,O
campaign,O
(and,O
it,O
is,O
a,O
product,O
),O
everyone,O
on,O
business,O
side,O
(back,O
office,O
loop,O
Otherwise,O
",",O
will,O
take,O
look,O
at,O
ME,B-LOCATION
Richard,B-PERSON
presume,O
cost,O
again,O
came,O
from,O
same,O
type,O
calculations,O
that,O
threw,O
together,O
Mass,B-LOCATION
what,O
changes,O
should,O
make,O
to,O
our,O
current,O
label,O
overall,O
(not,O
necessarily,O
Direct,O
Mini,O
based,O
upon,O
your,O
research,O
apply,O
customers,O
Heather,B-PERSON
FYI,O
Sorry,O
for,O
the,O
late,O
notice,O
",",O
but,O
our,O
office,O
has,O
been,O
invited,O
to,O
attend,O
a,O
private,O
Blazers,O
Practice,O
today.,O
The,O
doors,O
Rose,B-LOCATION
Garden,I-LOCATION
open,O
at,O
5,O
p.m.,O
and,O
practice,O
is,O
from,O
6,O
7,O
Tickets,O
entry,O
are,O
not,O
necessary.,O
If,O
you,O
would,O
like,O
go,O
gate,O
mention,O
with,O
Enron,B-ORG
North,I-ORG
America,I-ORG
that,O
Tina,B-PERSON
Tate,I-PERSON
(our,O
Sales,O
Rep,O
),O
told,O
us,O
we,O
could,O
without,O
tickets.,O
There,O
no,O
reserved,O
seating,O
this,O
event.,O
announcement,O
below,O
says,O
there,O
will,O
be,O
complimentary,O
food,O
beverage,O
coupons,O
available,O
as,O
well,O
on-site,O
parking.,O
Let,O
me,O
know,O
if,O
have,O
any,O
questions.,O
Debra,B-PERSON
Davidson,I-PERSON
John,B-PERSON
",",O
Dailies,O
traded,O
39.00,O
for,O
50,O
mw,O
today.,O
BOM,O
was,O
quoted,O
35,O
@,O
39,O
Feb,O
/Dec,O
37,O
38.5,O
and,O
Bal,O
