message_id,text,sentiment
<10602091.1075846732245.JavaMail.evans@thyme>,"Hi Ashley!  A couple of things.  First of all, my new renter, Doug, wonders 
whether he can just call the utilities & phone and transfer from his name to 
yours (rather than you cancelling and him having to pay any re-hookup fees 
that may apply).   I don't know how it would work; maybe he could conference 
you in when he makes the calls.  For what it is worth, he is a very nice guy 
to deal with, but it is totally up to you and I really don't care one way or 
the other. 

Also, I'm having someone come clean the place so you needn't worry about it, 
in case you were wondering.  I will take care of it (it looks pretty clean 
anyway!).  

Please let me know your new address and I will send you your deposit refund 
next week.

Merci!

Susan",neutral
<32091500.1075842627466.JavaMail.evans@thyme>,"Theresa,

Thanks for the email.  I'm sure Paul has spoken to you by now.... but, Paul 
has sold 100% of this gas based on a Questar price for the entire month of 
November.  So, we [Entrada/Crescendo] will be receiving the IF Questar flat 
price no matter what pipe it flows on for November.  So, for November, it 
doesn't matter to me how you flow the gas, as long as it flows.  If moving 
this gas to NWPL helps you guys and doesn't cut into 100% of their gas 
flowing, then I suppose you can do what you see fit.

joan





Theresa Staab@ENRON",neutral
<13596541.1075846971596.JavaMail.evans@thyme>,"We received the executed Assignment and Novation Agreement between HS Energy 
Services, Inc., ENA and J. Aron & Company, effective at of 12:00 p.m. on June 
28, 2000.    Under the terms of this agreement, HS Energy Services, Inc. 
assigns  to ENA all of its right, title and interest in certain Transactions 
it has entered into with J. Aron & Company.  The Transactions will be 
governed by the ISDA Master Agreement, dated as of August 14, 1994, between 
ENA and J. Aron & Company.       Copies will be distributed.





Susan D. Flynn
Enron North America Corp.
1400 Smith Street, EB3806
Houston, Texas  77002
Phone:  713-853-0975
Fax:  713-646-3490",neutral
<7508793.1075860550508.JavaMail.evans@thyme>,"Attached is Phil Figa's letter to Judge Downes regarding discovery.

Dawne Davis
Legal Assistant
Holland & Hart
P.O. Box 1347
Cheyenne, WY  82003
307-778-4240
307-778-8175 - fax
ddavis@hollandhart.com

NOTICE:  This message is PRIVILEGED AND CONFIDENTIAL.  It is sent under the 
terms and conditions of a Joint Defense Agreement (JDA) and is directed only 
to recipients who the sender believes have agreed to be bound by the JDA.  If 
you do not agree to be bound by the JDA, or if you believe that this e-mail 
has been sent to you in error, please reply to notify the sender that you 
received the message in error, and please delete and disregard this e-mail.  
Thank you.

 - 50C89000.PDF",neutral
<11311891.1075852054637.JavaMail.evans@thyme>,"Thank you for the response.  Would it be fair to say that all the capacity to
California and Arizona is fully subscribed?   Thanks.  jrm

Elizabeth.Brown@enron.com wrote:

 John,

 With regard to your first question, yes there are additional design
 capacities to be considered. The Topock lateral, which consists of the
 three Topock points listed, has a capacity of 400 MDth/d.  Additionally,
 the mainline capacity going west, which serves ALL of our markets in
 Arizona as well as California, is at 1090 MDth/d.

 As for your second question, the data fields that were highlighted in red
 were more for my reference since these required some manual
 review/correction on my part.

 If you need further information or explanation, please feel free to contact
 me.

 Thanks,
 Elizabeth",neutral
<15288974.1075853082352.JavaMail.evans@thyme>,"Hey Theresa and Lynn.  I just wanted to say that I really enjoyed getting
to know you two last week and that I hope we can stay in contact.  I
typically just meet Regulatory people in my circle so it's good to know
people who actually know how their pipeline operates!  Lynn - I think I am
finally getting the hang of operating those earrings.  That Tuesday morning
when we were leaving San Fran. the little dangle got cock-eyed and I
couldn't get the earring out to fix it.  At some point at the airport I
managed to get it out.  Am much better now.  Take care and hope to see both
of you soon.

Michelle",positive
<8903316.1075847311372.JavaMail.evans@thyme>,"Hello, Tana,

I have been asked if we could please be provided an electronic version of the 
Non-Disclosure Agreement that you and I worked on together on Monday between 
Cap Gemini Ernst & Young U. S. LLC, Enron Net Works LLC, and EnronOnline, 
LLC.  By the way, I just received the interoffice envelope with the two 
originals, and I will have Eric Grest sign them both.  I will return one 
fully executed original to you ASAP (thank you very much!).

Would it be possible to receive the electronic version today, as I'm 
scheduling a conference call for the CGEY people, and they must each have a 
copy of the agreement prior to the call?

Thank you very much!
Marianne
Ext. 56344",positive
<24135778.1075846138474.JavaMail.evans@thyme>,"Beth, Mark - 

I think we are ready to move on implementing flat screen monitors in all of 
Enron Building passenger elevator cabs, i.e. proposal is for two 14"" monitors 
per cab, one for Corporate content, other for local Houston messages.  Will 
try to flush mount them in the stainless steel cab panels, for a clean, 
attractive look.    

Technical details have generally been worked out between our group (Steve 
Woods and Harry Grubbs) and Enron's IT Dept.  such that  we know total costs 
are below $500K (more in $350-400K range plus whatever temporary, 
non-elevator monitors appropriate for Three Allen Center occupants).  We have 
a 3 month implementation schedule.

Content can be anything available on Enron's LAN (developed @ the desk top) 
or any video signal, i.e. Cable TV stations, tapes, etc.

Let me know next steps.  We can discuss funding sources.  - Bill",neutral
<29401431.1075859910760.JavaMail.evans@thyme>,"We are planning on having credit trading ready for EnronOnline launch on 
March 8.

I believe the legal due diligence and credit due diligence is now complete.

The initial list of 50 customers have been approved for credit trading.

Of the 20 reference entities, only the following have been approved:

Reference Entity    Approval Status

Birka Energi AB     Approved
Graningeverkens A/B    Approved
London Electricity    Approved
Scottish and Southern Energy plc  Approved
Seeboard plc     Approved
Sydkraft AB     Approved
Cinergy Corp     Approved


The following have not been approved:

BC Group plc     
Hyder plc     
National Power plc    
PowerGen UK     
Scottish Power UK plc    
Duke Energy Corp    
Dynegy Inc.     
El Paso Energy Corp    
Pacific Gas & Electric Company   
The Southern Company Inc   
Lucent Technologies    
Nortel Networks Corp    
Reliant Energy Inc  

Dave






Paul Simons",neutral
<17803318.1075841207674.JavaMail.evans@thyme>,"The information contained herein is based on sources that we believe to be
reliable, but we do not represent that it is accurate or complete.  Nothing
contained herein should be considered as an offer to sell or a solicitation
of an offer to buy any financial instruments discussed herein.  Any
opinions expressed herein are solely those of the author.  As such, they
may differ in material respects from those of, or expressed or published by
on behalf of Carr Futures or its officers, directors, employees or
affiliates.  ? 2001 Carr Futures


The charts are now available on the web by clicking on the hot link(s)
contained in this email. If for any reason you are unable to receive the
charts via the web, please contact me via email and I will email the charts
to you as attachments.


Crude     http://www.carrfut.com/research/Energy1/crude53.pdf
Natural Gas     http://www.carrfut.com/research/Energy1/ngas53.pdf",neutral
<27157097.1075852698801.JavaMail.evans@thyme>,"Quote.com  Log In  | Sign Up  | Account Mgt.  | Insight CenterGet Quote/LiveCharts:     FindSymbol  [IMAGE]





     My Portfolio   | LiveCharts  | Stocks  | News  |   Msg Boards    | Markets  | Funds  |   IPO    |     Options        


 The Daily Quote 
Brought to you every morning as of 10 AM ET. Click on the MORElink for the most current information.



       Markets     Index Last Change % Chg Dow9,340.29[IMAGE]43.94-0.46% NASDAQ1,691.2030.87-1.79% S?5001,089.717.83-0.71% 30 Yr53.150.32-0.59% Russell428.965.57-1.28%- - - - - MORE     Enter multiple symbols separated by a space   Economic Calendar     Date Release 10/17 Building Permits 10/18 Initial Claims 10/18 Philadelphia Fed 10/19 CPI 10/19 Core CPI - - - - - MORE       Qcharts Quote of the Day     The only thing that saves us from the bureaucracy is its inefficiency.: Eugene McCarthy",neutral
<15251020.1075851539995.JavaMail.evans@thyme>,"BROADCAST MESSAGE TO ALL PILOTS:
Happy Halloween on Wednesday !!!

I have several missions pending for Wednesday, Thursday, and Saturday

Can you help??

5 for WEDNESDAY	1.  Houston to Durant, OK (leg 1 of 2 leg mission)

				1.  Houston to Baton Rouge (leg 1 of 3 leg mission)
				2.  Baton Rouge to Pensacola (leg 2 of 3 leg mission)

				1.  Hot Springs, AR to Houston (leg 2 of 2 leg mission)

				1.  Arlington to Houston 

2 for THURSDAY		1.  Amarillo to San Angelo (leg 2 of 3 leg mission)
				2.  San Angelo to Houston (leg 3 of 3 leg mission)

3 for SATURDAY		1.  Houston to San Angelo (leg 1 of 3 leg mission)
				2.  San Angelo to Amarillo (leg 2 of 3 leg mission)
				
				1.  Houston to Arlington



thank you
Beth
972 458 0700
afsc@angelflightsc.org",neutral
<10268644.1075852456422.JavaMail.evans@thyme>,"Sorry, I gave a bum lead....... as the facts unfold, it looks like this deal relates to a Volumetric Production Payment transaction  and equity investment done out of Scott Josey's group...the properties involved are located in Utah and Colorado..............the ""Crescendo entity"" is managed by non-Enron personnel.  From my discussions with Scott Josey this a. m., it appears that Crescendo management has been using outside local counsel to determine the relative rights as between Crescendo who owns the oil and gas rights and Sullivan who holds the helium rights via a lease arrangement with the BLM............Andy Edison, as of this morning, is on-point according to Scott Josey....Scott Josey's group is an ENA group.
best regards   bng",neutral
<30237259.1075855209614.JavaMail.evans@thyme>,"Your mailbox has exceeded one or more size limits set by your administrator.
Your mailbox size is 322390 KB.
Mailbox size limits:
	You will receive a warning when your mailbox reaches 315000 KB.You may not be able to send or receive new mail until you reduce your mailbox size.
To make more space available, delete any items that you are no longer using or move them to your personal folder file (.pst). 
Items in all of your mailbox folders including the Deleted Items and Sent Items folders count against your size limit.  
You must empty the Deleted Items folder after deleting items or the space will not be freed.
See client Help for more information.",neutral
<27679331.1075859213982.JavaMail.evans@thyme>,"Jeff - per Beth Apollo's message.   The bottom line is what CSC really
needs to be able to invoice Calif power customers is the 810 EDI files from
all 3 CA utitlities.  They have stopped sending 810s to us and are only
providing 867's.   If we can't get the 810s going then the information
provided in the attached spreadsheets needs to get to us in order to
invoice.   This info could come via spreadsheet, or line item within the
867.   The business impact to Enron is that we have not been able to
invoice for these customers since Dec 5 and this is a large revenue amount.

Please call me - my cell phone is 713.305.1659 if you have questions.
After 11:30 central today, I will be on vacation and my backup Maggie Brown
can be reached 713.822.3753.

Teresa",negative
<30887456.1075855136802.JavaMail.evans@thyme>,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 109384 KB.

Mailbox size limits:

	When your mailbox reaches 75000 KB you will receive this message.
	When your mailbox reaches 100000 KB you will no longer be able to send mail until the size of your mailbox is reduced.
 
To check the size of your mailbox: 

  Right-click the mailbox (Outlook Today), 
  Select Properties and click the Folder Size button. 
  This method can be used on individual folders as well. 

To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.  

You must empty the Deleted Items folder after deleting items or the space will not be freed. 

To turn Journaling off, 
 click Tools | Options | Journaling Options and de-select all items. 

See client Help for more information.",neutral
<23191888.1075847051322.JavaMail.evans@thyme>,"Updated - SWAP Group

Mark Taylor, 37459 (Taffy Milligan, 57373)
Bob Bruce, 57780 (Brenda Whitehead, 35438)
Mary Cook, 57732 (Chaundra Woods, 57621)
Angela Davis, 58347 (Chaundra Woods, 57621)
Brent Hendry, 37124 (Becky Tlucek, 37599
Anne Koehler, 33448 (Carolyn George, 33439)
Cheryl Nelson,  (Keegan Ferrell, 53317)
Francisco Pinto-Leite, 55181 (Margaret Doucette, 67708)
Frank Sayre, 67383 (Holly Keiser, 66574)
Sara Shackleton, 35620(Kaye Ellis, 35968)
Carol St. Clair (Suzanne Adams, 37340)

Specialists:
Susan Bailey, 34737 (Taffy Milligan, 57373)
Samantha Boyd, 39188 (Keegan Farrell, 53317)
Tana Jones, 33399 (Taffy Milligan, 57373)
Stephanie Panus, 53249 (Becky Spencer, 37599)

SWAP Group Meetings- PLEASE MARK YOUR CALENDAR.
Legal/Credit meeting - every other Tues., 2-3 p.m. in EB38C2, next meeting 
November 27.
SWAP Group meeting - 1st & 3rd  Wed., 10-11 a.m. in EB38c1, next meeting 
December 6.

COMPANY CODE 0413
COST CENTER 105657",neutral
<17619209.1075862092725.JavaMail.evans@thyme>,"Not much said about our group, except he has a direct line to Walley and has spoken with Dynegy.  He feels like they are excited to get us and that they mentioned ""that they are good at being number 2.""  He also mentioned a few companies have asked if the coal group was for sale as a whole.  He listened but told them no thanks.  Sounds like a few small changes in our group but nothing drastic.  George did say we have working capital (we didn't for 2 days).  Not sure if that means coal or coal and emissions.

Didn't specify what groups will be hit the hardest, he only said EGM and EIM. 

Oh, by the way my job offers are pouring as well.  To many to count!!!!!  It is hard to do work with all the head hunters calling him every hour.  Oh wait, just kidding!",neutral
<23063110.1075856309795.JavaMail.evans@thyme>,"Find below a spreadsheet with my very rough calculation of the value of 
credit support for MG and PaperCo.

My approach is as follows:

1.   Assume all contracts can be modelled as financial swaps.
2.   Spread the notional trading volumes over the estimated swap tenors.
3.   Calculate the value of defaulting at each period of the swap (the 
default option)  using Black's formula.
4.   Treat the value of the default options as risky cash flows.  That is 
treat this value just like you would an annuity stream.  By discounting back 
this stream of cash flows at the original risky rate and at the risk-reduced 
rate, I find the value of credit enhancement as the difference in the two 
NPV's.

Please give your comments, especially if this makes no sense to you.

Stinson",neutral
<1247301.1075841920810.JavaMail.evans@thyme>,"Our IT group was able to solve the problem on this deal. It wouldn't save 
because the schedule type field was not populating correctly; which was a 
little disturbing because this is an EOL deal, and all fields should populate 
automatically. Dave Poston thinks he's fixed the problem, so you shouldn't 
run into anymore deals that won't save due to blank deal entry fields. If you 
do, though, please let Dave or me know and we'll look into it further. You 
should now be able to add to the deal clearing tab and save the deal.

Thanks,
Kate Symes
Trading Support
503-464-7486",neutral
<21634791.1075844716726.JavaMail.evans@thyme>,"Susan:  This may look confusing!  It contains all of our ""choices"" for 
preparing the documents.  See Part 2 (Tax Reps) and the end of the document 
which has our ""choices"" of tax forms.

I thought it might be helpful to be very basic about withholding issues, 
etc., why we need the tax reps, and what questions we could ask upfront about 
a party that would help us select an appropriate tax module.  We tend to not 
""think"" and expect a party ""fill in the blank"" when we are preparing draft 
documents.





Sara Shackleton
Enron North America Corp.
1400 Smith Street, EB 3801a
Houston, Texas  77002
713-853-5620 (phone)
713-646-3490 (fax)
sara.shackleton@enron.com",neutral
<26899507.1075852941864.JavaMail.evans@thyme>,"Dear Members of the MC, BIC, OC, and TIE List,

Attached, please find the NYISO Weekly Update.  This
Update is written jointly by Elaine Robinson and other
NYISO staff.

The NYISO Weekly Update provides a brief status report of, or
progress on, a range of issues that are under discussion at
NYISO Committee meetings or are being undertaken by NYISO
Staff.  Many, but not all, of these issues are being addressed
through the NYISO Committee structure.

Market participants may raise any comments or questions on
items covered in the Update through the Committee structure,
or directly to Elaine Robinson (erobinson@nyiso.com).

You can find prior editions of the Weekly Update on the
""NYISO Committees"" page of the NYISO web site:
http://www.nyiso.com  Services  Committees  Weekly Update

or by clicking on the following link:
http://www.nyiso.com/services/documents/groups/weeklyupdates/wklyupdates.html

(See attached file: Weekly081601r1.pdf)

 - Weekly081601r1.pdf",neutral
<17541162.1075851832590.JavaMail.evans@thyme>,"Dear Mr. Stepenovitch:

Thank you for your FORTUNE magazine order. We are confident you will
find FORTUNE's business and investing coverage to be both interesting
and insightful.

Your order for 13 issues of FORTUNE was received on 04/05/01.  Your
subscription will begin with the issue dated 04/30/01 and your service
period will continue through the 10/16/01 issue. We will be sending
your issues to:

JOSEPH STEPENOVITCH
ENRON
5353 MEMORIAL DR UNIT 1058
HOUSTON       TX 77007-8269

For future reference, your account number is 577007SEPMM353J99. Your
account number can be used at
http://www.fortune.com/subscriberservices to quickly and easily manage
your subscription online. At http://www.fortune.com/subscriberservices
you have 24-hour access to a wide variety of customer service
capabilities including the ability to change your mailing address,
renew your subscription, and check your account balance.

Please don't hesitate to contact us if we can be of service in the
future.

Visit us at:
http://fortune.com
http://www.fortune.com/subscriberservices
577007SEPMM353J99",positive
<3381405.1075863298873.JavaMail.evans@thyme>,"To whom it may concern:

It's come to my attention that the SRP OASIS user ID which was being used by Enron's West Hourly trading team has been disabled. Holden Salisbury, one of our cash traders, spoke with someone in your office about setting up a new ID for the Real Time group. Enron Power Marketing, Inc. already has company-wide access to the site; but the Real Time group regularly reserves transmission on this OASIS site and needs a login name and password of its own.

Could you please let me know what information I need to provide to get this set up? I would greatly appreciate your help in issuing a new Real Time password as soon as possible, or in directing me to a more appropriate contact.

Thank you,
Kate Symes
Real Time Trading Support
503-464-3939",neutral
<13084310.1075854010292.JavaMail.evans@thyme>,"Good Afternoon All!!  

   I have attached the invitation to our 8th Annual Enron Customer Meeting to 
be held at The Don Ce Sar in St. Pete's Beach, FL.  

   Please feel free to fax or email to your customers as you see necessary, 
but please use the RSVP forms for the trip they will be 
   attending (July or August).   The 'invitation' attachement is generic and 
should be used for both RSVP forms.  

   The original invitation will be going out in the mail this evening.  with 
a requested return date of June 8, 2000.  

    


     If you have any questions or need an assistance, please call me at 
x33278.  

     Thank you, 

     Heather Choate",positive
<21429361.1075844284467.JavaMail.evans@thyme>,"Dear Friend,

?

We invite you to read the first newsletter issued by the C.T. BAUER COLLEGE

OF BUSINESS.? In this newsletter, we feature the once-in-a-lifetime

investment of $40 million made by Mr. Ted Bauer, Chairman and Co-Founder of

AIM Management Group, in the College that now bears his name. Please take

the time to read about the greatest event in the history of the College of

Business!

?

In addition to Mr. Bauer's gift, this newsletter also features information

on a unique initiative between the Bauer College of Business and AIM

Management Group and our features on key Bauer College programs, faculty,

and staff.

?

You can find the newsletter at

http://www.cba.uh.edu/cbanewsletter/Fall2000/index.htm

?

Jerry

?

Jerry R. Strawser, Interim Dean

Arthur Andersen & Co. Alumni Professor

C.T. Bauer College of Business

University of Houston

Phone: (713) 743-4603

Fax: (713) 743-4622

strawser@uh.edu

www.cba.uh.edu/~jerry",positive
<26474646.1075842211678.JavaMail.evans@thyme>,"This is to confirm our conversation relating to the Option Agreement.  If EFI 
is to sign, I believe that the following changes need to be made.
 1.  The last sentence of paragraph No. 2 should be deleted.  The agreements 
provide that EFI has the right to assign to an affiliate without EI's 
consent.  EFI needs to maintain its right to so assign during the term of the 
agreements.
 2  Paragraph No. 3 needs to be modified by adding the words ""as reasonably"" 
before requested in the third line thereof; and deleting the word ""not"" in 
the fifth line thereof.  Additionally, the last sentence needs to be deleted, 
because the indemnity agreement needs to remain in effect for so long as EFI 
is requested to perform any services under those agreements.

Please call if these requested changes present any problems.",neutral
<4580216.1075861420046.JavaMail.evans@thyme>,"Jim

Hi there, following up from my call earlier...

I am working as part of a team implementing financial trading agreements with our intra group counterparties. Part of that process involves contacting the directors of each enterprise and clarifying certain pieces of information. I know that you are a director of the following companies:

Enron Trading Services Inc
Enron Metals and Commodities Ltd
Enron Metal Brokers Ltd
Enron Metals Far East Ltd

Could I ask that you confirm the following with respect to each company?

Whose signature would be required on any new trading agreement for the company?
Would there need to be a corporate resolution in order to sign the new trading agreement?

Thanking you very much in advance for your time,

Best Regards
Lauren Christie
(London Office)",neutral
<7224927.1075854480722.JavaMail.evans@thyme>,"Jim, my understanding is that there continues to be some discussion on 
whether there will be functional seperation of the retail and wholesale 
businesses and to what extent and under what strategy these are undertaken.  
I am not sure that we want to put ourselves in a box under any structure 
until these things are completely ironed out eg) country managers et al.  I'm 
not in agreement with any memo that further details the organization beyond 
what was outlined in the original memo.  However, I am in agreement that this 
needs to get resolved ASAP unfortunately Frevert and Skilling and most of the 
first world is out this week.  I ask for your patience.  

Lets discuss.

Regards
Delainey",neutral
<28604266.1075840848677.JavaMail.evans@thyme>,"Louise, need to ask a question for clarification.  TBG is ready to sign.  The settlement is structured to change the transaction beginning Nov 1.  If we delay, they may revert in Nov to operating and scheduling volumes according to the existing agreement and not the settlement agreement, which is bad for ENA.  A bit of a balancing act but I think that I have it under control.  My question is this.  Can I move forward with the execution of the Settlement IF the payment is not required until Nov 30 ?  I am sorry and I may be splitting hairs, but don't want this to slip away.  If I need to hold off on everything I will do what is needed.

Frank",neutral
<21470429.1075855041405.JavaMail.evans@thyme>,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 76676 KB.

Mailbox size limits:

	When your mailbox reaches 75000 KB you will receive this message.To check the size of your mailbox: 

  Right-click the mailbox (Outlook Today), 
  Select Properties and click the Folder Size button. 
  This method can be used on individual folders as well. 

To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.  

You must empty the Deleted Items folder after deleting items or the space will not be freed. 

To turn Journaling off, 
 click Tools | Options | Journaling Options and de-select all items. 

See client Help for more information.",neutral
<32897882.1075844432177.JavaMail.evans@thyme>,"Treasa:

Do you have a deal diagram?  Is there a commodity swap between ENA and 
Morgan?  
The TD/ENA commodity swap has language regarding ""loan repayment"" and the 
""fee"".  Has Matt seen this?  Shouldn't this be in a separate document?  Also, 
I'm not sure what TD is tyring to net (quarterly payments under the swap with 
other payments due on the same day in the same currency under the Master?).  
Do want TD to be the Calc. Agent for the commodity swap and the rate swap?  
Are you satisfied wtih the Disruption Fallback (which is the same as the 
Master but for the reduction in  Postponement from 5 to 3 days).
I am trying to speak with Rod.

Sara



	Treasa Kirby",neutral
<22077205.1075863306548.JavaMail.evans@thyme>,"Reservation status has changed. Details of the reservation are listed below:
ASSIGNMENTREF 7569
SELLERCODE TEPC
SELLERDUNS 006902704
CUSTOMERCODE EPMI
CUSTOMERDUNS 848921276
AFFILIATEFLAG 0
PATHNAME W/TEP/COR500SVL345/CORONADO-SPRINGERVILLE
POINTOFRECEIPT CORONADO500
POINTOFDELIVERY SPRINGER345
SOURCE SRP
SINK EPE
CAPACITY 50
CAPACITYREQUESTED 50
SERVICEINCREMENT HOURLY
TSCLASS NON-FIRM
TSTYPE POINTTOPOINT
TSPERIOD ONPEAK
TSWINDOW FIXED
TSSUBCLASS TRANS
NERCCURTAILMENTPRIORITY Nerc Priority 1
OTHERCURTAILMENTPRIORITY Default
STARTTIME 07/30/2001
STOPTIME 07/30/2001
CEILINGPRICE 6.52
OFFERPRICE 3.00
BIDPRICE 3.00
PRICEUNITS $/MWh
PRECONFIRMED YES
ANCSVCLINK N/A
ANCSVCREQ N/A
POSTINGREF 0
SALEREF REQUESTREF DEALREF NEGOTIATEDPRICEFLAG STATUS CONFIRMED
STATUSNOTIFICATION BILL.WILLIAMS.III@ENRON.COM
STATUSCOMMENTS TIMEQUEUED 07/30/2001
 
TIMEOFLASTUPDATE 07/30/2001
PRIMARYPROVIDERCOMMENTS SELLERCOMMENTS CUSTOMERCOMMENTS SCHEDULE FROM HE14PPT TO HE17PPT
SELLERNAME TEPC
SELLERPHONE (520)745-7193
SELLERFAX (520)571-4036
SELLEREMAIL ChrisD@TucsonElectric.com
CUSTOMERNAME Enron Power Marketing, Inc.
CUSTOMERPHONE (713)853-3801
CUSTOMERFAX (713)646-8272
CUSTOMEREMAIL bill.rust@enron.com
REASSIGNEDREF 0
REASSIGNEDCAPACITY 0",neutral
<10762846.1075842027159.JavaMail.evans@thyme>,"John,

Dailies traded 39.00 for 50 mw today.  BOM was quoted 35 @ 39, Feb/Dec 37 @
38.5 and Bal year off peak 19 @22.5.

Regards,
Clinton


Clinton Kripki
GFI Group Inc.
Phone:  212 968 2813
email:  clinton.kripki@gfinet.com
website:  www.gfinet.com



***************************************************************
Confidentiality note: This e-mail contains information from the
GFI Group Inc. and/or its affiliates, including GFInet inc.,
that is confidential and/or legally privileged.   This
information is intended only for the use of the individual or
entity named on this e-mail.  This e-mail and its content may
not be reproduced or retransmitted without the express written
permission of The GFI Group.
***************************************************************",neutral
<857636.1075845660091.JavaMail.evans@thyme>,"Kay,

Attached is a form of a reimburseble contract that can be used for the Coop 
City project.   I have not read the agreement, but think it is a good 
starting point.  I understand you will try to conform it with David Lund's 
term sheet.  After you have done so, please distribute it back to us for 
review  before you send it to the client, per our phone conversation.  You 
will appreicate that I 'm still reserving my comments on the contract since I 
have yet to actually read it.  

John Schwartzenburg



Shirley Oliver
EECC - Legal Department
(713) 345-5775 Phone
(713) 646-6280 Facsimile",neutral
<1000568.1075849325107.JavaMail.evans@thyme>,"Thanks very much.  I'm assuming that Bev is there in her capacity as lobbyist 
for Wild Goose on this one?  

Can you please let me know 1) the outcome of the meeting and 2) any actions 
the group intends to take.  I'm here in Sacramento, have alerted Hedy, told 
her that we're trying to gather more intelligence, and that you and your 
client are attempting to get folks together to mount opposition.  Give me a 
call on my cell phone to fill me in on what the group decides.  

Finally, what information do you have about where generators and other large 
customers groups (i.e., CMTA, the Chamber and CLECA) are on the bill?

Best,
Jeff



	MDay",neutral
<9038560.1075854034540.JavaMail.evans@thyme>,"You have been identified as key SITARA personnel for Term Deals with Risk 
Assignment.  A New SITARA release with a complete redesign of Risk Assignment 
is scheduled to be implemented into production the weekend of Jan 22.

There will be 3 demos of the New SITARA Risk Assignment release on the 
following dates/times in room EB 5C2
Jan 19 - 3:00 - 4:00
Jan 19 - 5:00 - 6:00 
Jan 20 - 4:30 - 5:30 

There are some major changes to SITARA that will result in a transformation 
of every deal with risk assignment.  This release includes the introduction 
of financial deal types needed for SITARA valuation and eventual replacement 
of CPR and TAGG systems for natural gas.
 
Please make every effort to attend one of these sessions.   

You are encouraged to invite anyone you believe may be interested in 
attending.",neutral
<24037745.1075855119022.JavaMail.evans@thyme>,"Here is the list of transaction fees owed by the  various teams:
 
All transactions collected will be paid to the  winner of the 2001 FFL Bowl.  If you will be receiving winnings,  transaction fees will be deducted from your amount to be received.
 
Addison Red - $12
Aryan Brother - $16
Beer Gut - $12 ($4 for  Replacements)
Blue Star Boys - $20
CYSWC - $8
Dallas Demon Horde - $12
High Shrivel Factor - $38 (New  Record!!!)
Lake Austin - $20
Money Shots - $10
South Park - $4 (Scrooge Award)
Team T - Bone - $20
Water Boys - $16
 
Please send payments to:
 
Kevin Crawford
9826 Chiselhurst Dr.
Houston, Tx 77065
 
Happy Holidays everyone!!
 
Kevin",positive
<30353395.1075847023823.JavaMail.evans@thyme>,"Attached for your approval is the form of Enron Corp. Guaranty in favor of 
Engage Energy US, L.P., now known as Coastal Merchant Energy, L.P., which 
guarantees the obligations of ENA under an  ISDA Master Agreement.  We will 
need the standard executed copy.  This guaranty will supersede and replace, 
in part, the prior guaranty with respect to ENA and Counterparty.  The 
guaranty will be fully replaced when counterparty receives the new Enron 
Corp. Guaranty with respect to the obligations of Enron Canada and Engage 
Canada (still covered under the existing guaranty, and such replacement is 
still under negotiation).

 Upon approval and execution, please call me at x33399 to pick up the 
documents.  Thank you for your assistance in this matter.",neutral
<6390335.1075845291282.JavaMail.evans@thyme>,"Here is an update of the playoff  schedule.  In the Gray Consolation round we will take the games as we can  get them played.  A huge number of school activity conflicts is making it  difficult for the teams to play an orderly bracket by dates.  We will  finish when we finish and I will update the information as I go.
 
An All Star will be coached by the 1st  place Maroon coach's team the Labay Braves.  His name is Brent Mann and  more information about try outs and schedule will be coming.  Next e-mail  will have the equipment turn in time.  Thanks,  Fred
 - Bronco Playoff Schedule.xls",neutral
<27590222.1075862127266.JavaMail.evans@thyme>,"Here is the latest on our search for a new condo.  Search Over!  Due to the recent drastic fall in the Enron stock price, $90 in Jan. to $8.50 today, we have postpone our search.  So we will have to look for a place to stay.  Rental rates may be too expensive in Vail, so we may have to look else where.  We are off to a late ski season this year, it's November 7th and it is very warm here.   I'll start looking for leads on housing.  I also have a paid trip to Cancun in February the 21st - 24th.  Keep me posted on everything.",negative
<15897685.1075842108693.JavaMail.evans@thyme>,"Eddie Bauer
Gifts on Sale & Free Delivery*

Hi, 

We've got the cure for any seasonal shopping shake-up. View our 
collection of gifts on sale  everything from handsome watches for 
him to stylish sweaters for her. 

And, be sure to check out our weekly specials to find exclusive 
web-only discounts. 

Happy Shopping! 
The Eddie Bauer.com Team 

PLUS: The Holiday Sale is in full-swing at our stores too! Visit the 
Eddie Bauer Sportswear or Home Store nearest you. 

*Offer subject to terms and conditions. $3 handling fee still 
applies. Offer ends 12/23/00. 

If you'd rather not receive Eddie Bauer Email, please reply to this 
message and insert the word 'unsubscribe' in the subject line. 
Or, use the link below: 
http://eb.m0.net/m/u/edb/e.asp?e=carol.st.clair%40enron.com

You signed up for Eddie Bauer Email with this address: 
carol.st.clair@enron.com




#45502",neutral
